Struct	d.	Sect.	Sub-Sect.	Latin	English (Lodge)
x		3	3	potissimum	chiefly, principally, especially, in preference to others, above all, most of all
x		3	3	mereō, -ēre, -uī, -itum	to deserve, merit; serve (as a soldier)
x		3	3	nāscor, -ī, nātus sum	to be born (both in lit. and many fig. senses)
xx		3	3	nātus, -ī, m.	(of persons) son; (of animals) a male young one; (pl.) offspring, young, both male and female
xx		3	3	nāta, -ae, f.	(of persons) daughter; (of animals) a female young one
x		3	3	vīvō, -ere, vīxī, vīctūrus	to live, subsist
xx		3	3	vivus, -a, -um	alive, living
xx		3	3	convīvium, -ī, n.	banquet, feast; (lit.) a living together
x		3	3	spīrō, -āre, -āvī, -ātum	to breathe, blow (in var. senses of human beings, animals, liquids, odors, etc.)
xx		3	3	spīritus, -ūs, m.	breathing, breath; breath of life, life; high spirit, pride, courage
x		3	3	exsistō[existō], -ere, -stitī, -stitum	to stand forth, rise out, arise; exist
x		3	3	crēscō, -ere, crēvī, crētum	(intrans.) to grow, increase
xx		3	3	augeō, -ēre, auxī, auctum	(trans.) to increase; (fig.) exalt
x		3	3	abundō, -āre, -āvī, -ātum	(lit. of liquids) to overflow; (fig.) be very abundant or numerous; to be rich, have abundance
x		3	3	pateō, -ēre, -uī, --	to lie open, extend, spread
x		3	3	vireō, -ēre, -uī, --	to be green
xx		3	3	viridis, -e	verdant, green
x		3	3	palleō, -ēre, -uī, --	to be/look ash-coloured, wan, pale
x		3	3	rubeō, -ēre, -uī, --	to grow red, redden, blush, colour up
x		3	3	ārdeō, -ēre, ārsī, ārsum	to blaze; glow (with eagerness, anger, etc.)
xx		3	3	ārdor, -ōris, m.	a burning; (fig.) zeal
xx		3	3	arduus, -a, -um	high, steep; (fig.) difficult; (of disposition) proud
x		3	3	ūrō, -ere, ussī, ustum	to burn (in both lit. and fig. senses; trans. as opp. to ardeo, intrans.)
x		3	3	fulgeō, -ēre, fulsī, --	to shine brightly, gleam, flash
xx		3	3	fulmen, -inis, n.	lightning; thunderbolt
x		3	3	lūceō, -ēre, lūxī, --	to be light, gleam, shine
xx		3	3	lūcidus, -a, -um	full of light, bright, shining
xx		3	3	lūmen, -inis, n.	a light (in var. senses)
xx		3	3	lūna, -ae, f.	moon
xx		3	3	lūx, lūcis, f.	light (of day)
x		3	3	micō, -āre, -uī, --	to move quickly to and fro, dart; quiver, gleam (esp. of light), flash
x		3	3	niteō, -ēre, -uī, --	to shine, glitter, gleam
xx		3	3	nitidus, -a, -um	bright, shining
x		3	3	careō, -ēre, -uī, -itūrus	to be without, want
xx		3	3	egeō, -ēre, -uī, --	to be destitute, lack
x		3	3	parcō, -ere, pepercī (parsī), parsūrus	to spare, be sparing of
x		3	3	vacō, -āre, -āvī, -ātum	to be empty, open, unoccupied; (with inf.) be leisure for
xx		3	3	vacuus, -a, -um	empty
x		3	3	dormiō, -īre, -īvī, -ītum	to sleep
x		3	3	imitor, -ārī, -ātus sum	to imitate
xx		3	3	simulō, -āre, -āvī, -ātum	to make like, pretend
xx		3	3	simulācrum, -ī, n.	effigy, image
x		3	4	mūtō, -āre, -āvī, -ātum	to change
x		3	4	flectō, -ere, flexī, flexum	to bend, turn (in both lit. and fig. senses)
x		3	4	torqueō, -ēre, torsī, tortum	to twist, wind (in var. lit. and fig. senses)
// VN
x		3	4	tendō, -ere, tetendī, tentum (tēnsum)	to stretch (in many senses, lit. and fig.; used both trans. and intrans.)
xx		3	4	intendō, -ere, -tendī, -tentum	to stretch out, strain; (rarely) determine (with inf.)
// VN
xx		3	4	ostendō, -ere, -tendī, -tentum (-tēnsum)	to stretch towards, hold out; expose to view, show (in many senses)
x		3	4	terō, -ere, trīvī, trītum	to rub
x		3	4	percutiō, -ere, -cussī, -cussum	(lit.) to strike through; smite; (of the mind) affect deeply
x		3	4	premō, -ere, pressī, pressum	to press, press hard, pursue, overwhelm, etc.
xx		3	4	opprimō, -ere, -pressī, -pressum	(lit.) press against; crush, overwhelm; (fig.) surprise
x		3	4	regō, -ere, rēxī, rēctum	to guide, direct (in lit. and fig. senses); esp. rule
xx		3	4	dīrigō, -ere, -rēxī, -rēctum	to turn, direct, guide
xx		3	4	ērigō, -ere, -rēxī, -rēctum	to raise up, rear
xx		3	4	porrigō, -ere, -rēxī, -rēctum	to reach forth; (pass.) extend
xx		3	4	rēctus, -a, -um	direct, straight (both lit. and fig.)
xx		3	4	rēx, rēgis, m.	king
xx		3	4	rēgīnā, -ae, f.	queen; (lit.) ruling woman
xx		3	4	rēgius, -a, -um	kingly, royal
xx		3	4	regiō, -ōnis, f.	(lit.) direction, line; boundary, limit; district, region
xx		3	4	rēgnō, -āre, -āvī, -ātum	to reign
xx		3	4	rēgnum, -ī, n.	royal authority, kingship; kingdom, realm
x		3	4	vinciō, -īre, vinxī, vinctum	to bind
xx		3	4	vinculum, -ī, n.	bond, fetter, tie
x		3	4	cingō, -ere, cinxī, cinctum	to encircle, surround, gird
x		3	4	solvō, -ere, solvī, solūtum	to loosen, unbind, release (in many senses); in Caesar only of making sail with ships; (in prose often) perform, pay, fulfil
xx		3	4	absolvō, -ere, -solvī, -solūtum	to loose from something, unbind, unfasten, untie, detach; (fig.) set free, clear, extricate; (law) absolve, acquit, declare innocent or free
x		3	4	dīvidō, -ere, -vīsī, -vīsum	to divide, separate
x		3	4	tegō, -ere, tēxī, tēctum	to cover; conceal
xx		3	4	tēctum, -ī, n.	a covered place; roof; building, house
x		3	4	pingō, -ere, pīnxī, pictum	to paint; embroider and var. similar senses
x		3	4	temperō, -āre, -āvī, -ātum	to combine (in due proportions), attemper; regulate, adjust; restrain, abstain
x		3	4	extinguō[exstinguō], -ere, -īnxī, -īnctum	to put out, quench; kill, destroy
x		3	4	torreō, -ēre, torruī, tostum	to parch, scorch; (of a stream) rush
x		3	4	excitō, -āre, -āvī, -ātum	(lit.) raise up, erect; (fig.) stir up, rouse
xx		3	4	citus, -a, -um	swift; (lit.) stirred up
x		3	4	exerceō, -ēre, -uī, -itum	to keep in motion, train, exercise, carry on
xx		3	4	exercitus, -ūs, m.	(lit.) training; (fig.) army
x		3	4	parō, -āre, -āvī, -ātum	to prepare, get ready; acquire
xx		3	4	comparō, -āre, -āvī, -ātum	to get ready, provide; compare
xx	d.	3	4	pāreō, -ēre, -uī, -itūrus	to obey
xx	d.	3	4	pariō, -ere, peperī, partum (paritūrus)	to bring forth, give birth to, bear; accomplish, effect
x		3	5	faciō, -ere, fēcī, factum	to do, make (in many senses and phrases)
xx		3	5	afficiō, -ere, -fēcī, -fectum	to do to (a person); affect, visit with
xx		3	5	cōnficiō, -ere, -fēcī, -fectum	(lit.) to make together; accomplish, complete (in var. senses); do up, exhaust
xx		3	5	dēficiō, -ere, -fēcī, -fectum	(lit.) to make away from; fail, give out; revolt from
xx		3	5	efficiō, -ere, -fēcī, -fectum	to work out, bring about, effect, complete; render
xx		3	5	interficiō, -ere, -fēcī, -fectum	to make away with, kill, put to death
xx		3	5	perficiō, -ere, -fēcī, -fectum	to bring to conclusion, accomplish
xx		3	5	praeficiō, -ere, -fēcī, -fectum	to put at head of/over
xx		3	5	prōficiō, -ere, -fēcī, -fectum	to accomplish, gain
xx		3	5	reficiō, -ere, -fēcī, -fectum	to make over, repair, refresh
xx		3	5	sufficiō, -ere, -fēcī, -fectum	to supply, afford; be able
xx		3	5	fīō, fierī (fīerī), factus sum	to become (used as pass. of facio in present system)
xx		3	5	facilis, -e	(lit.) doable; practicable, easy
xx		3	5	officium, -ī, n.	service, kindness; duty; (lit.) work-doing
x		3	5	fingō, -ere, fīnxī, fictum	to shape; invent; think
x		3	5	condō, -ere, -didī, -ditum	to put together, form; build, found; compose; put by, store up; conceal
x		3	5	creō, -āre, -āvī, -ātum	to bring forth, produce, create; (of officials) elect, choose
x		3	5	ūtor, ūtī, ūsus sum	to use, employ (with abl.)
xx		3	5	ūsus, -ūs, m.	use, advantage; experience
xx		3	5	ūsus est, ūsus esse, ūsus fuit, ūsus futūrus	it is necessary (with abl.)
xx		3	5	ūtilis, -e	useful
xx		3	5	ūtilitās, -ātis, f.	usefulness, advantage
x		3	5	ōrnō, -āre, -āvī, -ātum	to fit out, equip; esp. embellish, adorn (both lit. and fig.)
// VN
x		3	5	lavō, -āre, lāvī, lautum (lavātum)	to wash, sprinkle
x		3	5	pāscō, -āre, pāvī, pāstum	to cause to feed, pasture (esp. of animals); feed on, eat, consume (fig. of persons, elements, etc.)
xx		3	5	pāstor, -ōris, m.	feeder; esp. shepherd
// VN
x		3	5	alō, -ere, aluī, altum (alitum)	to nourish, feed; strengthen, sustain
xx		3	5	almus, -a, -um	(lit.) fostering, nourishing; (fig.) graciously, kindly, propitious (usually of gods and human beings, but also of lux and dies)
xx		3	5	altus, -a, -um	(lit.) nourished; high, lofty; deep
x		3	5	colō, -ere, coluī, cultum	to till, cultivate; dwell in; (fig.) cultivate, cherish, worship, etc.
x		3	5	cultus, -ūs, m.	civilization; appearance
x		3	5	mūniō, -īre, -īvī, -ītum	to perform, do; build, fortify; (lit.) do a task
x		3	5	dēfendō, -ere, -endī, -ēnsum	to thrust off, ward off, defend
x		3	5	serviō, -īre, -īvī, -ītum	to be a slave, serve
xx		3	5	servitium, -ī, n.	slavery; (pl.) bodies of slaves
xx		3	5	servus, -ī, m.	slave
xx		3	5	servō, -āre, -āvī, -ātum	to save; keep, guard, to watch over, observe
x		3	6	noceō, -ēre, -uī, -itum	to harm
x		3	6	caedō, -ere, cecīdī, caesum	to cause to fall; fell; (fig.) kill
xx		3	6	caedēs, -is, f.	a cutting; (regl.) killing, slaughter
x		3	6	occīdō, -ere, -cīdī, -cīsum	to cut down, kill
x		3	6	laedō, -ere, laesī, laesum	to injure by striking, hurt
x		3	6	lacerō, -āre, -āvī, -ātum	to tear, mutilate
// VN
x		3	6	feriō, -īre, --, -- (as perfect use īcō or percūtiō)	to smite, strike
xx	d.	3	6	ferō, ferre, tulī, lātum	to bear (in many senses), carry, endure; declare
x		3	6	pūgnō, -āre, -āvī, -ātum	to fight
xx		3	6	corrumpō, -ere, -rūpī, -ruptum	to break up, destroy, ruin, spoil, etc.
x		3	6	frangō, -ere, frēgī, frāctum	to break, shatter (in both lit. and fig. senses)
x		3	6	neglegō, -ere, -lēxī, lēctum	to disregard, neglect (in var. senses); (lit.) not choose
x		3	6	perdō, -ere, -didī, -ditum	to destroy, loose (lit. and fig.); (lit.) put through
x		3	6	peccō, -āre, -āvī, -ātum	to commit a wrong, injure
x		3	6	damnō, -āre, -āvī, -ātum	to inflict loss; declare guilty, comdemn
xx		3	6	damnum, -ī, n.	hurt, harm, damage, injury, loss; (in civil law) fine, penalty
x		3	7	oportet, -ēre, -uit	it behooves, ought to
x		3	7	dēbeō, -ēre, -uī, -itum	to owe to; be obliged to; (lit.) have from
x		3	7	decet, -ēre, decuit	it becomes, behooves
// VN
x		3	7	licet, -ēre, -uit (licitum est)	it is permitted
x		3	7	cōnor, -ārī, -ātus sum	to attempt, try
x		3	7	temptō, -āre, -āvī, -ātum	to try, test; attempt
x		3	7	coepī, coepisse, coeptum	to have begun; used often as perfect of incipio
x		3	7	cessō, -āre, -āvī, -ātum	to move back, be idle, delay, loiter, hesitate; cease
x		3	8	dīcō, -ere, dīxī, dictum	to say, state, speak
xx		3	8	indicō, -āre, -āvī, -ātum	to point out, show, make known, etc.; (rarely) betray, accuse
x		3	8	āiō, ais, ait, aiunt	I (you, he/she, they) affirm, maintain, say yes
x		3	8	inquam, inquis, inquit, inquiunt	quoth I (you, he/she, they); regularly inserted in Oratio Recta
x		3	8	loquor, -ī, locūtus sum	to speak, talk
xx		3	8	ēloquentia, -ae, f.	eloquence
x		3	8	fateor, -ērī, fassus sum	to own, admit, confess
xx		3	8	cōnfiteor, -ērī, -fessus sum	to confess, admit
x		3	8	narrō, -āre, -āvī, -ātum	to relate, recount, narrate
x		3	8	nūntiō, -āre, -āvī, -ātum	to give news, announce
xx		3	8	nūntius, -ī, m.	messenger; news
x		3	8	respondeō, -ēre, -spondī, -spōnsum	to reply, make answer; (rarely) correspond to; (lit.) pledge/vow in return
x		3	8	quaerō, -ere, -sīvī, -sītum	to search, seek; (fig.) ask, inquire
xx		3	8	queror, -ī, questus sum	to complain of, lament
xx		3	8	requīrō, -ere, -sīvī, -sītum	to seek again, search for, demand; (occasionally) miss, need
x		3	8	rogō, -āre, -āvī, -ātum	to ask, beg, request
x		3	8	ōrō, -āre, -āvī, -ātum	to pray, entreat, plead
xx		3	8	ōrātiō, -ōnis, f.	a pleading, speech, address
xx		3	8	ōrātor, -ōris, m.	pleader, orator, spokesman
x		3	8	precor, -ārī, -ātus sum	to pray, supplicate, invoke
// DN
xx		3	8	prex, precis, f. (mostly used in pl., in sg. only. dat., acc., abl.)	prayers, entreaties (reg. in plural; sing. not in nom., rare in other cases)
x		3	8	cōnsulō, -ere, -luī, -ltum	to plan, deliberate consult; take thought for
xx		3	8	cōnsilium, -ī, n.	plan, design, resolve; (not unfrequently) council, deliberative body; prudence, discretion
xx		3	8	cōnsul, -is, m.	consul (highest magistrate at Rome)
x		3	8	moneō, -ēre, -uī, -itum	to warn, advise
x		3	8	hortor, -ārī, -ātus sum	to urge strongly, advise, exhort
x		3	8	iubeō, -ēre, iussī, iussum	to bid, order
x		3	8	imperō, -āre, -āvī, -ātum	to command; control, impose commands upon
xx		3	8	imperātor, -ōris, m.	commander, general
xx		3	8	imperium, -ī, n.	command; chief command, power, control
x		3	8	vetō, -āre, -uī, -itum	to forbid
x		3	8	negō, -āre, -āvī, -ātum	to say no, deny, refuse
x		3	8	iūrō, -āre, -āvī, -ātum	to take oath, swear
x		3	8	canō, -ere, cecinī, cantum	to sing
xx		3	8	cantō, -āre, -āvī, -ātum	to sing; play on an instrument
xx		3	8	cantus, -ūs, m.	song, music
xx		3	8	carmen, -inis, n.	song
x		3	8	sonō, -āre, -nuī, -nitum	to sound, resound (in var. lit. and fig. senses)
xx		3	8	sonus, -ī, m.	sound, noise
xx		3	8	sonitus, -ūs, m.	sounding, sound, noise, dine, etc.
x		3	8	vocō, -āre, -āvī, -ātum	to call, name
xx		3	8	revocō, -āre, -āvī, -ātum	to call back, recall (both lit. and fig.)
xx		3	8	vōx, vōcis, f.	voice; utterance, word
x		3	8	appellō, -āre, -āvī, -ātum	to accost, call, call upon
x		3	8	sileō, -ēre, -uī, --	to be/keep quiet, still, silent, etc.
xx		3	8	silentium, -ī, n.	silence, stillness (reg. plural)
x		3	8	taceō, -ēre, -uī, -itum	to be silent
xx		3	8	tacitus, -a, -um	silent
x		3	9	videō, -ēre, vīdī, vīsum	to see; (pass.) be seen, seem, appear
xx		3	9	invideō, -ēre, -vīdī, -vīsum	to look on, envy
xx		3	9	invidia, -ae, f.	envy, jealousy, hatred
xx		3	9	vīsō, -ere, vīsi, --	to look at, visit (reg. in gerund)
x		3	9	cernō, -ere, crēvī, crētum	(lit.) to separate (rare); (fig. sense of sight) discern, distinguish; (of the mind) decide; (rarely) fight
xx		3	9	dēcernō, -ere, -crēvī, -crētum	to determine, decide, decree
// VN
x		3	9	tueor, -ērī, tuitus sum (tūtus sum)	to look at; protect
xx		3	9	intueor, -ērī, -tuitus sum	to look closely upon, admire
xx		3	9	tūtus, -a, -um	safe, protected
x		3	9	spectō, -āre, -āvī, -ātum	to look, face, look at, consider
xx		3	9	exspectō, -āre, -āvī, -ātum	(lit.) to look out; watch, wait, expect
xx		3	9	aspiciō, -ere, -spexī, -spectum	to look to/at, behold
xx		3	9	cōnspiciō, -ere, -spexī, -spectum	to catch sight of, behold
xx		3	9	dēspiciō, -ere, -spexī, -spectum	to look down upon (rare in lit. sense, usually fig.), despise
xx		3	9	respiciō, -ere, -spexī, -spectum	to look back, regard; (fig.) give heed to, consider
xx		3	9	suspiciō, -ere, -spexī, -spectum	to look up to, look upwards, suspect
x		3	9	audiō, -īre, -īvī, -ītum	to hear, listen to
xx		3	9	auris, -is, f.	ear
xx	d.	3	9	aura, -ae, f.	air, breeze, gale
xx	d.	3	9	aurum, -ī, n.	gold; gold plate; money
x		3	9	vigilō, -āre, -āvī, -ātum	to be awake, be on guard
x		3	9	sentiō, -īre, sēnsī, sēnsum	to perceive by senses; feel, hear, see; (esp. in fig. sense) perceive
xx		3	9	sēnsus, -ūs, m.	feeling, emotion, sense (in var. meanings)
xx		3	9	sententia, -ae, f.	feeling, thinking, opinion, judgment, etc.
x		3	9	intellegō, -ere, -lēxī, lēctum	(lit.) to pick out from between; understand, be aware
x		3	9	sciō, scīre, scīvī (sciī), scītum	to know; know how
x		3	9	nesciō, -īre, -īvī, -ītum	to not know, be ignorant
x		3	9	nōscō, -ere, nōvī, nōtum	to come to know; (in perf.) know
xx		3	9	agnōscō, -ere, agnōvī, agnitum	(intensive of nosco) to recognize; mark, understand
xx		3	9	cognōscō, -ere, -gnōvī, -gnitum	to become thoroughly acquainted, understand, ascertain, learn, etc.; (legal) examine; (in perf.) know
x		3	9	cēnseō, -ēre, -suī, -sum	to assess, rate, estimate; propose, determine, decide, think
x		3	9	reor, rērī, ratus sum	to reckon, calculate; think
xx		3	9	reus, -ī, m.	the accused person, defendant in a trial
x		3	9	crēdō, -ere, -didī, -ditum	to believe, trust
x		3	9	cōgitō, -āre, -āvī, -ātum	(lit.) to drive together; reflect, consider, think
xx		3	9	cōgitātiō, -ōnis, f.	meditation, thinking
x		3	9	putō, -āre, -āvī, -ātum	(reg.) to arrange, set in order; reckon, think; (lit.) trim, clean
xx		3	9	arbitror, -ārī, -ātus sum	(lit.) to serve as referee; consider; think, hold, deem, etc.
xx		3	9	exīstimō, -āre, -āvī, -ātum	to think, believe
x		3	9	statuō, -ere, -uī, -ūtum	to set up, station, fix; (fig.) resolve, determine, etc.
xx		3	9	cōnstituō, -ere, -uī, -ūtum	to put together, establish, set up, station; (fig.) determine
xx		3	9	īnstituō, -ere, -uī, -ūtum	to set up, set on, establish, undertake; equip
x		3	9	dēstinō, -āre, -āvī, -ātum	to doom, bind fast to
x		3	9	sinō, -ere, sīvī, situm	(reg.) to let go, allow, permit, suffer; (lit.) lay
x		3	9	dēsinō, -ere, siī, situm	to leave off, cease, forbear
x		3	9	volō, velle, voluī, --	to will, wish, be willing
xx		3	9	nōlō, nōlle, nōluī, --	to be unwilling
xx		3	9	mālō, mālle, māluī, --	(lit.) to wish more; prefer
xx		3	9	voluntās, -ātis, f.	wish, desire
xx		3	9	voluptās, -ātis, f.	pleasure, enjoyment
xx	d.	3	9	volō, -āre, -āvī, -ātum	to fly (in many lit. and fig. senses)
xx		3	9	volucer, -cris, -cre	flying, winged
xx		3	9	volucris, -is, f.	bird
x		3	9	cōnsuēscō, -ere, -suēvī, -suētum	to become accustomed; (in perf.) be accustomed
xx		3	9	assuēscō, -ere, -suēvī, -suētum	to become accustomed to
xx		3	9	cōnsuētūdō, -inis, f.	custom, habit
x		3	9	soleō, -ēre, solitus sum	to be accustomed, wont
x		3	9	discō, -ere, didicī, --	to learn
xx		3	9	disciplīna, -ae, f.	training, instruction; learning, culture, science, discipline
x		3	9	doceō, -ēre, docuī, doctum	to teach; inform
x		3	9	legō, -ere, lēgī, lēctum	to gather, pick, choose (in var. lit. and fig. senses); skim the sea, catch with eye/ear
xx		3	9	colligō, -ere, -lēgī, -lēctum	to gather together, collect
xx		3	9	ēligō, -ere, -lēgī, -lēctum	to pick out, select
x		3	9	scrībō, -ere, scrīpsī, scrīptum	to write
x		3	9	īgnōrō, -āre, -āvī, -ātum	to be unacquainted with
// VN
x		3	9	fallō, -ere, fefellī, -- (falsus mostly only used as adj.; dēceptus serves as PPP)	to deceive
xx		3	9	fallāx, -ācis	prone to cheat, deceitful
xx		3	9	falsus, -a, -um	deceptive, false
x		3	9	dubitō, -āre, -āvī, -ātum	to hesitate, doubt
xx		3	9	dubius, -a, -um	doubtful
x		3	10	amō, -āre, -āvī, -ātum	to love
xx		3	10	amor, -ōris, m.	love
xx		3	10	amīcitia, -ae, f.	friendship
xx		3	10	amīcus, -ī, m.	friend
xx		3	10	inimīcus, -a, -um	unfriendly
x		3	10	foveō, -ēre, fōvī, fōtum	(fig.) to foster, protect; (lit.) keep warm
x		3	10	complector, -ī, complexus sum	to entwine with, embrace, surround
x		3	10	nūbō, -ere, nūpsī, nuptum	to marry (applied to a woman; lit. to veil oneself for marriage)
x		3	10	cūrō, -āre, -āvī, -ātum	to care for; provide for; care to
xx		3	10	cūra, -ae, f.	care, concern (esp. in poetry of love); object of care, i.e. concern, duty
xx		3	10	sēcūrus, -a, -um	free from care, tranquil (in many senses); careless, reckless
x		3	10	dīligō, -ere, -lēxī, -lēctum	to choose, pick out; love, cherish (esp. in partic. pass.)
xx		3	10	dīligēns, -entis	careful, diligent (rare except in adv.)
xx		3	10	dīlēctus, -a, -um	loved
x		3	10	probō, -āre, -āvī, -ātum	to find good, approve; prove
x		3	10	plaudō, -ere, plausī, plausum	to beat; flatter, clap
x		3	10	faveō, -ēre, fāvī, fautum	to favor
x		3	10	mīror, -ārī, -ātus sum	to wonder at, marvel at
xx		3	10	mīrus, -a, -um	wonderful, marvelous
x		3	10	celebrō, -āre, -āvī, -ātum	to frequent, throng, crowd; celebrate, extol
x		3	10	veneror, -ārī, -ātus sum	to venerate, worship
// VN
x		3	10	libet, -ēre, libuit (libitum est)	it pleases
xx		3	10	libēns, -entis	willing, with pleasure
xx		3	10	libīdō, -inis, f.	desire, longing; esp. passion; lust
x		3	10	placeō, -ēre, -uī, -itum	to please
xx		3	10	placidus, -a, -um	quiet, gentle, calm, kindly (both lit. and fig.)
x		3	10	iuvō, -āre, iūvī, iūtum	to help, aid, assist; please, delight
// DN
xx		3	10	iuvenis, -is, mf. (gen. pl. -um)	a youth, young man or woman
xx		3	10	iuventa, -ae, f.	period of youth, youth
xx		3	10	iuventūs, -ūtis, f.	period of youth, youth; (collective) youth, i.e. young men
// VN
x		3	10	fruor, fruī, frūctus sum (fruitus sum)	to enjoy
xx		3	10	frūctus, -ūs, m.	enjoyment, delight; fruit, crops (also in var. fig. meanings)
// MN
xx		3	10	frūx, frūgis, f. (mostly pl.)	(reg. pl.) fruit of any kind
x		3	10	gaudeō, -ēre, gāvīsus sum	to rejoice
xx		3	10	gaudium, -ī, n.	delight, joy, pleasure
x		3	10	rīdeō, -ēre, rīsī, rīsum	to laugh, laugh at (usually intrans.)
x		3	10	lūdō, -ere, lūsī, lūsum	to play; make sport of
xx		3	10	lūdus, -ī, m.	game, play; place of play, school
x		3	10	salveō, -ēre, --, --	to be well
// MN
xx		3	10	salvē (sg.), salvēte (pl.)	hail!
xx		3	10	salūs, -ūtis, f.	health; safety (in var. senses)
xx		3	10	salvus, -a, -um	sound of health; uninjured, safe; (occasionally) solvent
x		3	10	valeō, -ēre, -uī, -itūrus	to be strong (physically); (fig.) excel, be able, have power, be worth
xx		3	10	validus, -a, -um	strong
x		3	10	dēsīderō, -āre, -āvī, -ātum	to long for, desire greatly; miss
xx		3	10	dēsīderium, -ī, n.	longing
x		3	10	optō, -āre, -āvī, -ātum	to choose, select; wish, desire
x		3	10	cupiō, -ere, -īvī, -ītum	to long for, crave, desire
xx		3	10	cupīdō, -inis, f.	desire, eagerness, craving (often personified)
xx		3	10	cupidus, -a, -um	eager for, desirous of
x		3	10	studeō, -ēre, -uī, --	to be eager, zealous
xx		3	10	studium, -ī, n.	eagerness, zeal (in many senses); (pl.) pursuits
xx		3	10	studiōsus, -a, -um	eager, zealous
x		3	10	audeō, -ēre, ausus sum	(lit.) to be eager; dare, venture
xx		3	10	audāx, -ācis	bold, daring; (usually in a bad sense) reckless
x		3	10	certō, -āre, -āvī, -ātum	to make certain, decide (by contest); fight, contend, compete, vie
xx		3	10	certāmen, -inis, n.	contest, struggle
x		3	11	caveō, -ēre, cāvī, cautum	to be on one's guard, beware
x		3	11	timeō, -ēre, -uī, --	to fear, dread
xx		3	11	timor, -ōris, m.	fear, apprehension
x		3	11	vereor, -ērī, veritus sum	to fear, stand in awe of
// VN
x		3	11	metuō, -ere, -uī, (-ūtum)	to fear, apprehend, dread
xx		3	11	metus, -ūs, m.	fear, apprehension, dread
x		3	11	horreō, -ēre, -uī, --	to bristle; bristle at, shudder at
xx		3	11	horridus, -a, -um	(lit.) bristling, rough; terrible, fearful
x		3	11	terreō, -ēre, -uī, -itum	to terrify, frighten
xx		3	11	terror, -ōris, m.	fright, terror, panic
x		3	11	patior, -ī, passus sum	to permit, endure
x		3	11	doleō, -ēre, doluī, dolitūrus	to feel pain/grief; grieve
xx		3	11	dolor, -ōris, m.	pain, grief; resentment
x		3	11	maereō, -ēre, -uī, --	to grieve, mourn
xx		3	11	maestus, -a, -um	sad, sorrowful, dejected, etc.; depressing
x		3	11	fleō, -ēre, -ēvī, -ētum	to weep
x		3	11	pudeō, -ēre, -uī, --	(of personal subjects) to be ashamed, feel shame; to shame, cause/bring shame; (of things as subjects) to be a shame, be cause of shame
xx		3	11	pudor, -ōris, m.	sense of shame, modesty, propriety; sense of honor
x		3	11	resistō, -ere, -stitī, --	to take one's stand, hold one's ground, resist
x		3	11	spernō, -ere, sprēvī, sprētum	(reg. in fig. sense) reject, despise, scorn; (lit.) to sever, remove
x		3	11	contemnō, -ere, -psī, -ptum	to despise, scorn, disdain
x		4	1	magnus, -a, -um	great
xx		4	1	māior, māius	greater
xx		4	1	maximus, -a, -um	greatest
xx		4	1	magis	more
xx		4	1	magnitūdō, -īnis, f.	greatness, size
xx		4	1	magister, -trī, m.	master, chief; steersman, teacher, etc.
x		4	1	largus, -a, -um	copious, lavish, unstinted
x		4	1	grandis, -e	large, ponderous
x		4	1	immēnsus, -a, -um	unmeasured, boundless
x		4	1	ingēns, -gentis	vast, huge, enormous, etc.
x		4	1	tantus, -a, -um	(adj. of degree) so great, so much
x		4	1	quantus, -a, -um	(interr. and rel. num. adj.) how great? as great (correl. of tantus)
x		4	1	altus, -a, -um	high, lofty; deep; (lit.) nourished
x		4	1	lātus, -a, -um	broad, wide
xx	d.	4	1	latus, -eris, n.	side, flank
// MN
x		4	1	parvus, -a, -um (comp. minor, superl. minimus)	small, little (in Caesar not in positive, and in general rare)
xx		4	1	minor, minus	smaller, less
xx		4	1	minimus, -a, -um	smallest, least
xx		4	1	parum	(adv.) too little
x		4	1	exiguus, -a, -um	limited, minute, scanty, little; (lit.) driven out
x		4	1	tenuis, -e	(lit.) stretched; thin, slender (in var. lit. and fig. senses)
x		4	1	longus, -a, -um	long, (of distance, occassionally) far
x		4	1	brevis, -e	short, shallow, brief
x		4	1	gravis, -e	heavy (in a large variety of fig. uses)
x		4	1	levis, -e	light; slight; (fig.) trivial, unimportant
xx		4	1	levō, -āre, -āvī, -ātum	(lit.) to make light; lift; remove; (fig.) lessen, relieve
x		4	1	amplus, -a, -um	large, spacious; (fig.) splendid, glorious (nom. sing. masc. does not occur; positive rare in prose, common in poetry)
x		4	1	modicus, -a, -um	(of size, length, extent, degree) moderate, intermediate; (of behaviour) modest, moderate, temperate; often with accessory notion of restriction or diminution
x		4	2	aequus, -a, -um	level, even, equal; fair, kindly
x		4	2	pār, paris	equal
xx		4	2	pariter	(adv.) equally
x		4	2	quot (indecl.)	(interr. rel. num. adj.) how many? (correl. of tot)
x		4	2	omnis, -e	all, every; as a whole
xx		4	2	cūnctus, -a, -um	all together, entire
xx		4	2	tōtus, -a, -um	whole, entire (in var. senses)
xx		4	2	tot (indecl.)	(indecl. demonst. num.) so many
xx		4	2	ūniversus, -a, -um	all together, universal; (lit.) turned to one
x		4	2	multus, -a, -um	much; (pl.) many
xx		4	2	plūs, plūris	more
xx		4	2	plūrimus, -a, -um	most
xx		4	2	multitūdō, -inis, f.	multitude; number, amount, body, force, etc.
// MN
x		4	2	paucus, -a, -um (class. only pl. paucī, -ae, -a)	few
